bet_id,player_id,bet_ts,stake,currency,product,payout,is_currency_valid,stake_brl,payout_brl,ggr_brl,_ingested_at
B0002126,P00148,2024-03-10T18:50:00.000Z,500.98,BRL,sports,1684.78,true,500.98,1684.78,-1183.8,2026-07-31T12:59:56.604Z
B0002127,P00148,2024-03-13T09:15:00.000Z,426.36,BRL,casino,1300.97,true,426.36,1300.97,-874.61,2026-07-31T12:59:56.604Z
B0002128,P00148,2024-03-16T10:50:00.000Z,291.84,BRL,sports,893.22,true,291.84,893.22,-601.38,2026-07-31T12:59:56.604Z
B0002129,P00148,2024-03-16T13:57:00.000Z,280.70,BRL,casino,765.10,true,280.7,765.1,-484.4,2026-07-31T12:59:56.604Z
B0002130,P00148,2024-03-15T21:50:00.000Z,498.56,BRL,sports,1034.51,true,498.56,1034.51,-535.95,2026-07-31T12:59:56.604Z
B0002131,P00148,2024-03-12T16:17:00.000Z,256.89,BRL,casino,458.57,true,256.89,458.57,-201.68,2026-07-31T12:59:56.604Z
B0002132,P00148,2024-03-15T19:22:00.000Z,551.23,BRL,sports,0.00,true,551.23,0.0,551.23,2026-07-31T12:59:56.604Z
B0002133,P00148,2024-03-15T16:14:00.000Z,271.33,BRL,casino,510.74,true,271.33,510.74,-239.41,2026-07-31T12:59:56.604Z
B0002134,P00148,2024-03-15T10:27:00.000Z,431.81,BRL,casino,931.82,true,431.81,931.82,-500.01,2026-07-31T12:59:56.604Z
B0002135,P00148,2024-03-16T18:30:00.000Z,316.62,BRL,casino,1006.71,true,316.62,1006.71,-690.09,2026-07-31T12:59:56.604Z
B0002136,P00148,2024-03-14T04:10:00.000Z,924.69,BRL,casino,0.00,true,924.69,0.0,924.69,2026-07-31T12:59:56.604Z
B0002137,P00149,2024-03-27T08:38:00.000Z,247.64,BRL,casino,0.00,true,247.64,0.0,247.64,2026-07-31T12:59:56.604Z
B0002138,P00149,2024-03-20T05:03:00.000Z,764.34,BRL,casino,0.00,true,764.34,0.0,764.34,2026-07-31T12:59:56.604Z
B0002139,P00149,2024-02-17T19:03:00.000Z,534.35,BRL,casino,844.23,true,534.35,844.23,-309.88,2026-07-31T12:59:56.604Z
B0002140,P00150,2023-10-30T02:02:00.000Z,985.88,BRL,casino,0.00,true,985.88,0.0,985.88,2026-07-31T12:59:56.604Z
B0002141,P00150,2023-12-12T19:37:00.000Z,739.61,BRL,casino,0.00,true,739.61,0.0,739.61,2026-07-31T12:59:56.604Z
B0002142,P00150,2023-10-28T23:00:00.000Z,922.48,BRL,sports,0.00,true,922.48,0.0,922.48,2026-07-31T12:59:56.604Z
B0002143,P00153,2024-03-09T01:44:00.000Z,198.57,USD,sports,255.85,true,954.74,1230.14,-275.4,2026-07-31T12:59:56.604Z
B0002144,P00153,2024-03-10T05:21:00.000Z,5.61,USD,sports,13.99,true,26.97,67.26,-40.29,2026-07-31T12:59:56.604Z
B0002145,P00153,2024-03-09T15:43:00.000Z,119.73,USD,sports,0.00,true,575.67,0.0,575.67,2026-07-31T12:59:56.604Z
B0002146,P00153,2024-03-09T05:05:00.000Z,124.47,USD,sports,0.00,true,598.46,0.0,598.46,2026-07-31T12:59:56.604Z
B0002147,P00153,2024-03-09T02:22:00.000Z,62.35,EUR,sports,217.33,true,327.99,1143.26,-815.27,2026-07-31T12:59:56.604Z
B0002148,P00153,2024-03-10T21:51:00.000Z,30.65,USD,casino,84.41,true,147.37,405.85,-258.48,2026-07-31T12:59:56.604Z
B0002149,P00153,2024-03-09T11:35:00.000Z,105.19,USD,casino,0.00,true,505.76,0.0,505.76,2026-07-31T12:59:56.604Z
B0002150,P00153,2024-03-10T23:51:00.000Z,190.96,USD,sports,561.46,true,918.15,2699.53,-1781.38,2026-07-31T12:59:56.604Z
B0002151,P00153,2024-03-09T21:22:00.000Z,16.60,USD,casino,0.00,true,79.81,0.0,79.81,2026-07-31T12:59:56.604Z
B0002152,P00153,2024-03-10T00:48:00.000Z,44.76,USD,casino,0.00,true,215.21,0.0,215.21,2026-07-31T12:59:56.604Z
B0002153,P00153,2024-03-09T03:16:00.000Z,109.22,USD,casino,245.52,true,525.14,1180.48,-655.34,2026-07-31T12:59:56.604Z
B0002154,P00153,2024-03-09T09:27:00.000Z,28.94,USD,sports,55.86,true,139.15,268.58,-129.43,2026-07-31T12:59:56.604Z
B0002155,P00153,2024-03-10T00:16:00.000Z,21.20,USD,sports,0.00,true,101.93,0.0,101.93,2026-07-31T12:59:56.604Z
B0002156,P00153,2024-03-10T00:36:00.000Z,3.81,USD,sports,0.00,true,18.32,0.0,18.32,2026-07-31T12:59:56.604Z
B0002157,P00153,2024-03-09T21:38:00.000Z,86.87,USD,casino,272.89,true,417.68,1312.07,-894.39,2026-07-31T12:59:56.604Z
B0002158,P00153,2024-03-09T16:46:00.000Z,99.32,USD,sports,195.84,true,477.54,941.61,-464.07,2026-07-31T12:59:56.604Z
B0002159,P00153,2024-03-09T18:11:00.000Z,141.08,USD,sports,243.14,true,678.32,1169.03,-490.71,2026-07-31T12:59:56.604Z
B0002160,P00153,2024-03-10T11:02:00.000Z,165.73,USD,casino,0.00,true,796.84,0.0,796.84,2026-07-31T12:59:56.604Z
B0002161,P00153,2024-03-10T01:38:00.000Z,19.00,USD,sports,29.45,true,91.35,141.6,-50.25,2026-07-31T12:59:56.604Z
B0002162,P00153,2024-03-10T11:50:00.000Z,10.19,USD,sports,0.00,true,48.99,0.0,48.99,2026-07-31T12:59:56.604Z
B0002163,P00153,2024-03-09T07:11:00.000Z,27.37,USD,sports,56.20,true,131.6,270.21,-138.61,2026-07-31T12:59:56.604Z
B0002164,P00153,2024-03-09T03:57:00.000Z,59.27,USD,sports,110.01,true,284.97,528.93,-243.96,2026-07-31T12:59:56.604Z
B0002165,P00153,2024-03-09T06:58:00.000Z,50.50,USD,sports,0.00,true,242.81,0.0,242.81,2026-07-31T12:59:56.604Z
B0002166,P00153,2024-03-09T12:30:00.000Z,171.29,USD,sports,0.00,true,823.57,0.0,823.57,2026-07-31T12:59:56.604Z
B0002167,P00153,2024-03-09T01:43:00.000Z,82.19,USD,casino,0.00,true,395.17,0.0,395.17,2026-07-31T12:59:56.604Z
B0002168,P00153,2024-03-09T09:54:00.000Z,156.67,USD,sports,211.15,true,753.28,1015.22,-261.94,2026-07-31T12:59:56.604Z
B0002169,P00153,2024-03-09T16:46:00.000Z,29.11,USD,casino,0.00,true,139.96,0.0,139.96,2026-07-31T12:59:56.604Z
B0002170,P00153,2024-03-09T07:57:00.000Z,31.97,USD,sports,78.80,true,153.71,378.88,-225.17,2026-07-31T12:59:56.604Z
B0002171,P00153,2024-03-10T17:22:00.000Z,136.20,USD,sports,315.07,true,654.86,1514.88,-860.02,2026-07-31T12:59:56.604Z
B0002172,P00153,2024-03-10T16:53:00.000Z,88.97,USD,sports,280.79,true,427.77,1350.06,-922.29,2026-07-31T12:59:56.604Z
B0002173,P00153,2024-03-10T18:11:00.000Z,12.24,USD,sports,16.13,true,58.85,77.55,-18.7,2026-07-31T12:59:56.604Z
B0002174,P00153,2024-03-09T03:31:00.000Z,76.08,USD,sports,0.00,true,365.8,0.0,365.8,2026-07-31T12:59:56.604Z
B0002175,P00153,2024-03-09T12:32:00.000Z,62.63,USD,casino,83.12,true,301.13,399.65,-98.52,2026-07-31T12:59:56.604Z
B0002176,P00153,2024-03-10T00:00:00.000Z,10.40,USD,sports,0.00,true,50.0,0.0,50.0,2026-07-31T12:59:56.604Z
B0002177,P00153,2024-03-10T04:04:00.000Z,138.26,USD,sports,0.00,true,664.76,0.0,664.76,2026-07-31T12:59:56.604Z
B0002178,P00153,2024-03-09T03:35:00.000Z,108.80,USD,sports,149.46,true,523.12,718.61,-195.49,2026-07-31T12:59:56.604Z
B0002179,P00153,2024-03-10T01:15:00.000Z,10.65,USD,casino,0.00,true,51.21,0.0,51.21,2026-07-31T12:59:56.604Z
B0002180,P00153,2024-03-10T11:35:00.000Z,55.03,EUR,sports,78.51,true,289.49,413.0,-123.51,2026-07-31T12:59:56.604Z
B0002181,P00153,2024-03-10T16:43:00.000Z,35.59,USD,sports,0.00,true,171.12,0.0,171.12,2026-07-31T12:59:56.604Z
B0002182,P00153,2024-03-10T03:53:00.000Z,145.01,USD,sports,0.00,true,697.22,0.0,697.22,2026-07-31T12:59:56.604Z
B0002183,P00153,2024-03-09T14:44:00.000Z,135.67,USD,casino,0.00,true,652.31,0.0,652.31,2026-07-31T12:59:56.604Z
B0002184,P00153,2024-03-09T10:45:00.000Z,120.45,USD,casino,0.00,true,579.13,0.0,579.13,2026-07-31T12:59:56.604Z
B0002185,P00153,2024-03-10T01:44:00.000Z,37.65,USD,sports,75.80,true,181.02,364.45,-183.43,2026-07-31T12:59:56.604Z
B0002186,P00153,2024-03-09T08:17:00.000Z,182.75,USD,casino,0.00,true,878.67,0.0,878.67,2026-07-31T12:59:56.604Z
B0002187,P00153,2024-03-09T05:11:00.000Z,134.59,USD,sports,0.00,true,647.12,0.0,647.12,2026-07-31T12:59:56.604Z
B0002188,P00153,2024-03-10T17:39:00.000Z,17.10,USD,casino,51.24,true,82.22,246.37,-164.15,2026-07-31T12:59:56.604Z
B0002189,P00153,2024-03-10T13:22:00.000Z,187.01,USD,casino,427.69,true,899.16,2056.36,-1157.2,2026-07-31T12:59:56.604Z
B0002190,P00153,2024-03-10T10:15:00.000Z,120.41,USD,casino,0.00,true,578.94,0.0,578.94,2026-07-31T12:59:56.604Z
B0002191,P00153,2024-03-10T15:32:00.000Z,162.37,USD,casino,0.00,true,780.68,0.0,780.68,2026-07-31T12:59:56.604Z
B0002192,P00153,2024-03-09T16:48:00.000Z,48.86,USD,casino,70.61,true,234.92,339.5,-104.58,2026-07-31T12:59:56.604Z
B0002193,P00153,2024-03-10T09:12:00.000Z,188.05,USD,casino,439.50,true,904.16,2113.14,-1208.98,2026-07-31T12:59:56.604Z
B0002194,P00153,2024-03-10T02:41:00.000Z,10.26,USD,casino,0.00,true,49.33,0.0,49.33,2026-07-31T12:59:56.604Z
B0002195,P00153,2024-03-10T20:11:00.000Z,61.08,USD,casino,0.00,true,293.68,0.0,293.68,2026-07-31T12:59:56.604Z
B0002196,P00153,2024-03-10T00:29:00.000Z,44.46,USD,casino,122.89,true,213.77,590.86,-377.09,2026-07-31T12:59:56.604Z
B0002197,P00153,2024-03-09T06:18:00.000Z,35.65,USD,sports,0.00,true,171.41,0.0,171.41,2026-07-31T12:59:56.604Z
B0002198,P00153,2024-03-09T02:59:00.000Z,198.08,USD,casino,0.00,true,952.38,0.0,952.38,2026-07-31T12:59:56.604Z
B0002199,P00153,2024-03-10T23:24:00.000Z,168.50,USD,casino,348.35,true,810.16,1674.89,-864.73,2026-07-31T12:59:56.604Z
B0002200,P00153,2024-03-09T03:01:00.000Z,110.69,USD,casino,0.00,true,532.2,0.0,532.2,2026-07-31T12:59:56.604Z
B0002201,P00153,2024-03-09T07:14:00.000Z,121.07,USD,sports,0.00,true,582.11,0.0,582.11,2026-07-31T12:59:56.604Z
B0002202,P00153,2024-03-10T17:45:00.000Z,37.04,USD,sports,0.00,true,178.09,0.0,178.09,2026-07-31T12:59:56.604Z
B0002203,P00153,2024-03-09T00:58:00.000Z,12.47,USD,casino,21.36,true,59.96,102.7,-42.74,2026-07-31T12:59:56.604Z
B0002204,P00153,2024-03-09T11:10:00.000Z,187.39,USD,sports,265.46,true,900.98,1276.35,-375.37,2026-07-31T12:59:56.604Z
B0002205,P00153,2024-03-09T01:44:00.000Z,25.69,USD,casino,36.00,true,123.52,173.09,-49.57,2026-07-31T12:59:56.604Z
B0002206,P00153,2024-03-09T11:46:00.000Z,96.61,USD,casino,0.00,true,464.51,0.0,464.51,2026-07-31T12:59:56.604Z
B0002207,P00153,2024-03-10T05:59:00.000Z,116.75,USD,sports,301.29,true,561.34,1448.62,-887.28,2026-07-31T12:59:56.604Z
B0002208,P00153,2024-03-09T07:21:00.000Z,22.97,USD,casino,0.00,true,110.44,0.0,110.44,2026-07-31T12:59:56.604Z
B0002209,P00153,2024-03-10T14:57:00.000Z,19.89,USD,sports,0.00,true,95.63,0.0,95.63,2026-07-31T12:59:56.604Z
B0002210,P00153,2024-03-10T22:45:00.000Z,633.68,BRL,casino,0.00,true,633.68,0.0,633.68,2026-07-31T12:59:56.604Z
B0002211,P00153,2024-03-10T02:29:00.000Z,19.85,USD,casino,61.67,true,95.44,296.51,-201.07,2026-07-31T12:59:56.604Z
B0002212,P00154,2023-12-08T01:38:00.000Z,149.22,USD,casino,0.00,true,746.36,0.0,746.36,2026-07-31T12:59:56.604Z
B0002213,P00154,2023-12-13T00:36:00.000Z,98.11,USD,sports,0.00,true,496.07,0.0,496.07,2026-07-31T12:59:56.604Z
B0002214,P00154,2023-12-10T20:03:00.000Z,142.39,USD,casino,0.00,true,712.19,0.0,712.19,2026-07-31T12:59:56.604Z
B0002215,P00154,2023-12-10T14:00:00.000Z,34.17,USD,casino,101.02,true,170.91,505.27,-334.36,2026-07-31T12:59:56.604Z
B0002216,P00154,2023-11-26T02:24:00.000Z,99.26,USD,sports,275.10,true,492.15,1364.0,-871.85,2026-07-31T12:59:56.604Z
B0002217,P00154,2023-12-19T18:15:00.000Z,39.70,USD,sports,0.00,true,199.6,0.0,199.6,2026-07-31T12:59:56.604Z
B0002218,P00155,2024-03-14T17:02:00.000Z,58.32,EUR,casino,0.00,true,311.24,0.0,311.24,2026-07-31T12:59:56.604Z
B0002219,P00155,2024-03-17T02:22:00.000Z,10.79,EUR,casino,0.00,true,57.4,0.0,57.4,2026-07-31T12:59:56.604Z
B0002220,P00155,2024-03-06T21:52:00.000Z,58.93,EUR,sports,164.89,true,312.27,873.75,-561.48,2026-07-31T12:59:56.604Z
B0002221,P00155,2024-03-16T01:30:00.000Z,102.96,EUR,casino,0.00,true,547.76,0.0,547.76,2026-07-31T12:59:56.604Z
B0002222,P00155,2024-03-18T22:21:00.000Z,110.99,EUR,sports,215.43,true,590.22,1145.61,-555.39,2026-07-31T12:59:56.604Z
B0002223,P00155,2024-03-09T16:20:00.000Z,13.13,EUR,sports,0.00,true,69.07,0.0,69.07,2026-07-31T12:59:56.604Z
B0002224,P00155,2024-03-15T03:31:00.000Z,171.77,EUR,casino,0.00,true,913.83,0.0,913.83,2026-07-31T12:59:56.604Z
B0002225,P00155,2024-03-23T23:45:00.000Z,163.70,EUR,sports,0.00,true,871.64,0.0,871.64,2026-07-31T12:59:56.604Z
B0002226,P00155,2024-03-07T03:38:00.000Z,22.14,EUR,casino,0.00,true,116.69,0.0,116.69,2026-07-31T12:59:56.604Z
B0002227,P00156,2024-01-15T05:06:00.000Z,724.71,BRL,casino,0.00,true,724.71,0.0,724.71,2026-07-31T12:59:56.604Z
B0002228,P00156,2024-01-31T18:38:00.000Z,57.46,BRL,casino,187.20,true,57.46,187.2,-129.74,2026-07-31T12:59:56.604Z
B0002229,P00156,2024-02-17T00:37:00.000Z,340.99,BRL,casino,0.00,true,340.99,0.0,340.99,2026-07-31T12:59:56.604Z
B0002230,P00156,2024-01-21T01:17:00.000Z,789.32,BRL,sports,0.00,true,789.32,0.0,789.32,2026-07-31T12:59:56.604Z
B0002231,P00156,2024-02-22T15:29:00.000Z,613.22,BRL,casino,0.00,true,613.22,0.0,613.22,2026-07-31T12:59:56.604Z
B0002232,P00156,2024-01-06T08:32:00.000Z,945.98,BRL,sports,0.00,true,945.98,0.0,945.98,2026-07-31T12:59:56.604Z
B0002233,P00156,2023-12-21T02:27:00.000Z,219.71,BRL,casino,0.00,true,219.71,0.0,219.71,2026-07-31T12:59:56.604Z
B0002234,P00156,2023-12-16T03:18:00.000Z,140.41,BRL,sports,0.00,true,140.41,0.0,140.41,2026-07-31T12:59:56.604Z
B0002235,P00156,2024-01-05T16:17:00.000Z,652.20,BRL,sports,0.00,true,652.2,0.0,652.2,2026-07-31T12:59:56.604Z
B0002236,P00156,2024-02-29T18:03:00.000Z,792.95,BRL,casino,0.00,true,792.95,0.0,792.95,2026-07-31T12:59:56.604Z
B0002237,P00156,2024-01-13T01:34:00.000Z,238.52,BRL,sports,780.94,true,238.52,780.94,-542.42,2026-07-31T12:59:56.604Z
B0002238,P00156,2024-01-21T11:54:00.000Z,172.35,BRL,casino,0.00,true,172.35,0.0,172.35,2026-07-31T12:59:56.604Z
B0002239,P00156,2024-01-01T18:48:00.000Z,669.81,BRL,casino,1234.38,true,669.81,1234.38,-564.57,2026-07-31T12:59:56.604Z
B0002240,P00156,2023-12-13T22:07:00.000Z,311.11,BRL,casino,875.33,true,311.11,875.33,-564.22,2026-07-31T12:59:56.604Z
B0002241,P00156,2023-12-21T12:06:00.000Z,419.45,BRL,casino,1094.42,true,419.45,1094.42,-674.97,2026-07-31T12:59:56.604Z
B0002242,P00156,2024-02-14T00:12:00.000Z,622.89,BRL,casino,0.00,true,622.89,0.0,622.89,2026-07-31T12:59:56.604Z
B0002243,P00156,2023-12-17T23:43:00.000Z,831.66,BRL,sports,2602.41,true,831.66,2602.41,-1770.75,2026-07-31T12:59:56.604Z
B0002244,P00156,2024-02-16T14:52:00.000Z,183.19,BRL,sports,0.00,true,183.19,0.0,183.19,2026-07-31T12:59:56.604Z
B0002245,P00156,2023-12-16T17:37:00.000Z,321.71,BRL,sports,583.74,true,321.71,583.74,-262.03,2026-07-31T12:59:56.604Z
B0002246,P00156,2023-12-17T16:27:00.000Z,178.63,BRL,casino,0.00,true,178.63,0.0,178.63,2026-07-31T12:59:56.604Z
B0002247,P00156,2024-02-27T07:36:00.000Z,172.04,BRL,casino,298.13,true,172.04,298.13,-126.09,2026-07-31T12:59:56.604Z
B0002248,P00156,2023-12-24T17:38:00.000Z,626.99,BRL,sports,0.00,true,626.99,0.0,626.99,2026-07-31T12:59:56.604Z
B0002249,P00156,2024-03-01T13:09:00.000Z,784.52,BRL,casino,1447.45,true,784.52,1447.45,-662.93,2026-07-31T12:59:56.604Z
B0002250,P00156,2023-12-13T02:26:00.000Z,674.98,BRL,sports,0.00,true,674.98,0.0,674.98,2026-07-31T12:59:56.604Z
B0002251,P00157,2024-02-20T02:23:00.000Z,541.10,BRL,sports,945.68,true,541.1,945.68,-404.58,2026-07-31T12:59:56.604Z
B0002252,P00157,2024-03-20T08:51:00.000Z,903.02,BRL,casino,1161.06,true,903.02,1161.06,-258.04,2026-07-31T12:59:56.604Z
B0002253,P00157,2024-02-18T07:39:00.000Z,252.84,BRL,sports,0.00,true,252.84,0.0,252.84,2026-07-31T12:59:56.604Z
B0002254,P00157,2024-03-23T19:36:00.000Z,25.72,BRL,casino,50.98,true,25.72,50.98,-25.26,2026-07-31T12:59:56.604Z
B0002255,P00157,2024-02-02T22:51:00.000Z,853.30,BRL,casino,0.00,true,853.3,0.0,853.3,2026-07-31T12:59:56.604Z
B0002256,P00157,2024-03-30T13:00:00.000Z,985.58,BRL,sports,0.00,true,985.58,0.0,985.58,2026-07-31T12:59:56.604Z
B0002257,P00157,2024-03-25T08:20:00.000Z,904.79,BRL,sports,0.00,true,904.79,0.0,904.79,2026-07-31T12:59:56.604Z
B0002258,P00157,2024-02-23T05:16:00.000Z,840.31,BRL,casino,0.00,true,840.31,0.0,840.31,2026-07-31T12:59:56.604Z
B0002259,P00157,2024-01-28T18:21:00.000Z,525.42,BRL,casino,1551.38,true,525.42,1551.38,-1025.96,2026-07-31T12:59:56.604Z
B0002260,P00157,2024-01-30T04:46:00.000Z,949.79,BRL,casino,1739.99,true,949.79,1739.99,-790.2,2026-07-31T12:59:56.604Z
B0002261,P00157,2024-03-01T12:29:00.000Z,436.47,BRL,sports,1064.75,true,436.47,1064.75,-628.28,2026-07-31T12:59:56.604Z
B0002262,P00157,2024-03-05T14:55:00.000Z,460.29,BRL,casino,0.00,true,460.29,0.0,460.29,2026-07-31T12:59:56.604Z
B0002263,P00157,2024-03-27T01:48:00.000Z,124.62,USD,sports,0.00,true,617.52,0.0,617.52,2026-07-31T12:59:56.604Z
B0002264,P00157,2024-03-20T22:06:00.000Z,951.64,BRL,casino,0.00,true,951.64,0.0,951.64,2026-07-31T12:59:56.604Z
B0002265,P00157,2024-03-03T14:04:00.000Z,361.70,BRL,casino,705.07,true,361.7,705.07,-343.37,2026-07-31T12:59:56.604Z
B0002266,P00157,2024-01-15T03:56:00.000Z,387.44,BRL,sports,0.00,true,387.44,0.0,387.44,2026-07-31T12:59:56.604Z
B0002267,P00157,2024-02-08T13:40:00.000Z,211.45,BRL,casino,0.00,true,211.45,0.0,211.45,2026-07-31T12:59:56.604Z
B0002268,P00157,2024-03-26T21:20:00.000Z,23.55,BRL,sports,0.00,true,23.55,0.0,23.55,2026-07-31T12:59:56.604Z
B0002269,P00158,2024-03-14T03:21:00.000Z,708.87,BRL,casino,0.00,true,708.87,0.0,708.87,2026-07-31T12:59:56.604Z
B0002270,P00158,2024-03-11T12:04:00.000Z,131.39,EUR,casino,211.44,true,693.56,1116.11,-422.55,2026-07-31T12:59:56.604Z
B0002271,P00158,2024-03-15T01:02:00.000Z,900.01,BRL,sports,0.00,true,900.01,0.0,900.01,2026-07-31T12:59:56.604Z
B0002272,P00158,2024-03-13T20:31:00.000Z,150.51,EUR,casino,0.00,true,799.89,0.0,799.89,2026-07-31T12:59:56.604Z
B0002273,P00158,2024-03-12T00:26:00.000Z,875.17,BRL,sports,3048.43,true,875.17,3048.43,-2173.26,2026-07-31T12:59:56.604Z
B0002274,P00158,2024-03-15T07:35:00.000Z,575.11,BRL,sports,0.00,true,575.11,0.0,575.11,2026-07-31T12:59:56.604Z
B0002275,P00158,2024-03-14T01:49:00.000Z,514.59,BRL,sports,1469.78,true,514.59,1469.78,-955.19,2026-07-31T12:59:56.604Z
B0002276,P00158,2024-03-12T01:51:00.000Z,580.22,BRL,sports,0.00,true,580.22,0.0,580.22,2026-07-31T12:59:56.604Z
B0002277,P00158,2024-03-11T06:58:00.000Z,644.49,BRL,casino,0.00,true,644.49,0.0,644.49,2026-07-31T12:59:56.604Z
B0002278,P00158,2024-03-14T21:24:00.000Z,379.17,BRL,casino,0.00,true,379.17,0.0,379.17,2026-07-31T12:59:56.604Z
B0002279,P00158,2024-03-14T04:40:00.000Z,748.62,BRL,casino,1421.86,true,748.62,1421.86,-673.24,2026-07-31T12:59:56.604Z
B0002280,P00158,2024-03-14T16:14:00.000Z,599.76,BRL,sports,0.00,true,599.76,0.0,599.76,2026-07-31T12:59:56.604Z
B0002281,P00158,2024-03-15T01:45:00.000Z,200.20,BRL,sports,553.18,true,200.2,553.18,-352.98,2026-07-31T12:59:56.604Z
B0002282,P00158,2024-03-14T04:55:00.000Z,839.01,BRL,casino,0.00,true,839.01,0.0,839.01,2026-07-31T12:59:56.604Z
B0002283,P00158,2024-03-14T20:24:00.000Z,430.87,BRL,sports,0.00,true,430.87,0.0,430.87,2026-07-31T12:59:56.604Z
B0002284,P00158,2024-03-14T21:58:00.000Z,316.60,BRL,casino,827.21,true,316.6,827.21,-510.61,2026-07-31T12:59:56.604Z
B0002285,P00158,2024-03-14T06:17:00.000Z,498.32,BRL,casino,0.00,true,498.32,0.0,498.32,2026-07-31T12:59:56.604Z
B0002286,P00158,2024-03-12T01:22:00.000Z,840.11,BRL,sports,0.00,true,840.11,0.0,840.11,2026-07-31T12:59:56.604Z
B0002287,P00158,2024-03-14T20:48:00.000Z,788.28,BRL,sports,0.00,true,788.28,0.0,788.28,2026-07-31T12:59:56.604Z
B0002288,P00158,2024-03-14T00:55:00.000Z,422.79,BRL,sports,0.00,true,422.79,0.0,422.79,2026-07-31T12:59:56.604Z
B0002289,P00158,2024-03-11T01:38:00.000Z,482.62,BRL,casino,0.00,true,482.62,0.0,482.62,2026-07-31T12:59:56.604Z
B0002290,P00158,2024-03-13T02:49:00.000Z,92.83,BRL,sports,212.00,true,92.83,212.0,-119.17,2026-07-31T12:59:56.604Z
B0002291,P00158,2024-03-11T12:17:00.000Z,62.90,BRL,sports,179.30,true,62.9,179.3,-116.4,2026-07-31T12:59:56.604Z
B0002292,P00158,2024-03-14T03:18:00.000Z,360.28,BRL,casino,0.00,true,360.28,0.0,360.28,2026-07-31T12:59:56.604Z
B0002293,P00159,2024-01-31T06:21:00.000Z,167.79,EUR,sports,454.98,true,887.47,2406.48,-1519.01,2026-07-31T12:59:56.604Z
B0002294,P00159,2024-01-25T13:58:00.000Z,23.64,EUR,sports,81.86,true,123.98,429.31,-305.33,2026-07-31T12:59:56.604Z
B0002295,P00159,2024-01-04T16:04:00.000Z,6.03,EUR,sports,0.00,true,31.68,0.0,31.68,2026-07-31T12:59:56.604Z
B0002296,P00159,2024-01-31T06:26:00.000Z,102.78,EUR,sports,0.00,true,543.62,0.0,543.62,2026-07-31T12:59:56.604Z
B0002297,P00159,2024-01-10T12:25:00.000Z,134.18,EUR,casino,0.00,true,708.32,0.0,708.32,2026-07-31T12:59:56.604Z
B0002298,P00159,2024-01-10T22:50:00.000Z,684.43,BRL,casino,1159.82,true,684.43,1159.82,-475.39,2026-07-31T12:59:56.604Z
B0002299,P00160,2024-02-05T10:48:00.000Z,54.32,EUR,casino,180.54,true,284.09,944.22,-660.13,2026-07-31T12:59:56.604Z
B0002300,P00160,2024-02-16T16:26:00.000Z,5.06,BRL,casino,0.00,true,5.06,0.0,5.06,2026-07-31T12:59:56.604Z
B0002301,P00160,2024-03-07T16:01:00.000Z,783.06,BRL,casino,2534.38,true,783.06,2534.38,-1751.32,2026-07-31T12:59:56.604Z
B0002302,P00160,2024-03-13T06:33:00.000Z,69.28,USD,sports,0.00,true,337.32,0.0,337.32,2026-07-31T12:59:56.604Z
B0002303,P00160,2024-01-17T00:11:00.000Z,702.88,BRL,sports,0.00,true,702.88,0.0,702.88,2026-07-31T12:59:56.604Z
B0002304,P00160,2024-02-14T09:15:00.000Z,289.34,BRL,casino,532.37,true,289.34,532.37,-243.03,2026-07-31T12:59:56.604Z
B0002305,P00160,2024-01-04T20:34:00.000Z,71.75,BRL,casino,97.20,true,71.75,97.2,-25.45,2026-07-31T12:59:56.604Z
B0002306,P00160,2024-01-30T02:37:00.000Z,62.20,USD,sports,0.00,true,304.93,0.0,304.93,2026-07-31T12:59:56.604Z
B0002307,P00160,2024-01-14T04:19:00.000Z,741.95,BRL,sports,1335.99,true,741.95,1335.99,-594.04,2026-07-31T12:59:56.604Z
B0002308,P00162,2024-02-26T20:10:00.000Z,50.07,EUR,sports,163.41,true,263.32,859.39,-596.07,2026-07-31T12:59:56.604Z
B0002309,P00162,2024-03-09T21:43:00.000Z,40.26,EUR,casino,55.91,true,211.79,294.11,-82.32,2026-07-31T12:59:56.604Z
B0002310,P00162,2024-03-03T04:13:00.000Z,151.87,EUR,sports,0.00,true,801.75,0.0,801.75,2026-07-31T12:59:56.604Z
B0002311,P00163,2024-01-30T02:57:00.000Z,33.69,EUR,casino,80.27,true,177.86,423.78,-245.92,2026-07-31T12:59:56.604Z
B0002312,P00163,2024-01-27T11:34:00.000Z,14.67,EUR,casino,38.59,true,77.03,202.64,-125.61,2026-07-31T12:59:56.604Z
B0002313,P00163,2024-01-17T06:39:00.000Z,86.08,EUR,sports,0.00,true,449.26,0.0,449.26,2026-07-31T12:59:56.604Z
B0002314,P00164,2024-02-20T23:24:00.000Z,139.10,EUR,casino,221.57,true,730.82,1164.11,-433.29,2026-07-31T12:59:56.604Z
B0002315,P00164,2024-02-14T01:29:00.000Z,147.07,EUR,casino,0.00,true,771.38,0.0,771.38,2026-07-31T12:59:56.604Z
B0002316,P00164,2024-02-21T12:19:00.000Z,38.43,EUR,sports,121.58,true,202.68,641.21,-438.53,2026-07-31T12:59:56.604Z
B0002317,P00164,2024-02-17T23:34:00.000Z,134.18,EUR,sports,0.00,true,705.14,0.0,705.14,2026-07-31T12:59:56.604Z
