touchpoint_id,player_id,campaign_id,channel,event_ts,event_type,_source_file,_ingested_at
T0000010,P00067,C001,email,2024-01-11T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000563,P00011,C006,email,2024-03-02T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000751,P00210,C008,sms,2024-01-05T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001147,P00201,C012,email,2024-02-26T22:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000161,P00173,C002,push,2024-01-23T04:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000641,P00201,C007,email,2023-08-19T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001044,P00242,C011,push,2024-02-14T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001120,P00053,C012,email,2024-03-05T09:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000503,P00155,C005,push,2024-02-23T20:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000769,P00155,C008,sms,2023-12-22T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000312,P00250,C004,email,2024-02-17T14:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000879,P00067,C009,sms,2024-01-30T03:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000521,P00028,C005,push,2024-02-20T13:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001063,P00006,C011,push,2024-02-15T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000003,P00140,C001,email,2024-01-16T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000693,P00185,C007,email,2023-08-17T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000990,P00250,C011,push,2024-02-18T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000941,P00226,C010,email,2024-01-22T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001038,P00121,C011,push,2024-02-15T13:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001214,P00152,C012,email,2024-03-09T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000786,P00140,C008,sms,2023-12-27T05:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000700,P00160,C007,email,2023-08-30T02:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000882,P00018,C009,sms,2024-01-29T18:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000112,P00153,C002,push,2024-01-19T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000915,P00145,C010,email,2024-02-01T23:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000074,P00179,C001,email,2024-01-24T22:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000560,P00085,C006,email,2024-03-20T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000953,P00001,C010,email,2024-02-04T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001107,P00161,C011,push,2024-02-13T02:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000341,P00083,C004,email,2024-02-10T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000633,P00007,C007,email,2023-08-21T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000871,P00127,C009,sms,2024-01-31T11:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000845,P00218,C009,sms,2024-02-05T09:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000491,P00154,C005,push,2024-02-25T07:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000124,P00014,C002,push,2024-01-11T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001259,P00099,C012,email,2024-03-03T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000064,P00038,C001,email,2024-01-17T07:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001136,P00167,C012,email,2024-02-25T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000509,P00058,C005,push,2024-02-12T02:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000400,P00202,C004,email,2024-02-13T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000360,P00215,C004,email,2024-02-18T02:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000187,P00151,C002,push,2024-01-24T18:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000005,P00025,C001,email,2024-01-16T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000333,P00170,C004,email,2024-02-09T14:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000274,P00076,C003,push,2024-02-04T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000276,P00172,C003,push,2024-02-03T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000759,P00172,C008,sms,2023-12-26T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001231,P00231,C012,email,2024-03-01T17:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001009,P00203,C011,push,2024-02-07T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001017,P00164,C011,push,2024-02-12T19:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000635,P00041,C007,email,2023-08-21T19:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000996,P00209,C011,push,2024-02-23T22:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000171,P00233,C002,push,2024-01-25T18:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000580,P00068,C006,email,2024-03-15T23:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000555,P00172,C006,email,2024-03-10T18:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000320,P00187,C004,email,2024-02-14T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000735,P00163,C008,sms,2023-12-30T13:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000451,P00041,C005,push,2024-03-02T21:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000197,P00202,C002,push,2024-01-25T04:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000526,P00145,C005,push,2024-02-25T10:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001227,P00204,C012,email,2024-02-25T08:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000076,P00205,C001,email,2024-01-19T07:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001169,P00051,C012,email,2024-03-02T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001102,P00145,C011,push,2024-02-25T13:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000518,P00072,C005,push,2024-02-23T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000983,P00079,C011,push,2024-02-21T02:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000794,P00070,C009,sms,2024-01-20T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000865,P00088,C009,sms,2024-02-04T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000142,P00167,C002,push,2024-01-30T21:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001028,P00028,C011,push,2024-02-11T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000371,P00185,C004,email,2024-02-23T19:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001148,P00198,C012,email,2024-03-02T07:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001257,P00194,C012,email,2024-03-04T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001219,P00146,C012,email,2024-03-08T03:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000464,P00139,C005,push,2024-02-29T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000494,P00051,C005,push,2024-02-17T19:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000351,P00206,C004,email,2024-02-20T08:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000760,P00087,C008,sms,2023-12-22T22:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000363,P00084,C004,email,2024-02-16T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000279,P00201,C003,push,2024-03-13T17:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000520,P00028,C005,push,2024-02-20T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000817,P00172,C009,sms,2024-02-03T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000427,P00084,C005,push,2024-03-01T19:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001216,P00121,C012,email,2024-03-02T20:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000488,P00165,C005,push,2024-02-18T18:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000253,P00001,C003,push,2024-02-04T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000692,P00227,C007,email,2023-08-31T21:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000867,P00154,C009,sms,2024-01-21T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000415,P00181,C005,push,2024-02-26T13:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000753,P00043,C008,sms,2024-01-05T23:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000225,P00182,C003,push,2024-02-19T16:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000660,P00093,C007,email,2023-08-31T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000258,P00092,C003,push,2024-02-19T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000780,P00064,C008,sms,2024-01-12T14:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001137,P00086,C012,email,2024-03-11T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000963,P00143,C010,email,2024-02-07T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001064,P00007,C011,push,2024-02-22T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000872,P00225,C009,sms,2024-02-02T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000299,P00235,C004,email,2024-02-04T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000486,P00209,C005,push,2024-02-11T23:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001201,P00015,C012,email,2024-03-04T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000437,P00184,C005,push,2024-02-19T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001176,P00183,C012,email,2024-03-04T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000597,P00104,C006,email,2024-03-04T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001027,P00225,C011,push,2024-02-12T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000571,P00141,C006,email,2024-03-05T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000989,P00213,C011,push,2024-02-13T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001244,P00017,C012,email,2024-03-25T07:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000723,P00234,C007,email,2023-08-22T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001022,P00247,C011,push,2024-02-25T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000656,P00178,C007,email,2023-08-28T10:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000340,P00180,C004,email,2024-02-05T02:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000704,P00031,C007,email,2023-08-23T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000981,P00214,C011,push,2024-02-23T23:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001125,P00007,C012,email,2024-03-11T09:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000193,P00109,C002,push,2024-01-27T02:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000426,P00084,C005,push,2024-03-01T17:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000835,P00082,C009,sms,2024-01-21T02:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000026,P00004,C001,email,2024-01-13T01:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001075,P00073,C011,push,2024-02-15T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000471,P00163,C005,push,2024-02-10T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000995,P00208,C011,push,2024-02-20T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001082,P00175,C011,push,2024-02-11T08:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000863,P00185,C009,sms,2024-01-31T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000492,P00154,C005,push,2024-02-27T05:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001183,P00107,C012,email,2024-02-29T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000720,P00027,C007,email,2023-08-25T06:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000842,P00230,C009,sms,2024-01-18T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000852,P00041,C009,sms,2024-02-03T11:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001065,P00071,C011,push,2024-02-18T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000558,P00241,C006,email,2024-03-09T21:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000460,P00109,C005,push,2024-02-25T17:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001238,P00032,C012,email,2024-02-26T08:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000191,P00092,C002,push,2024-01-15T10:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000413,P00161,C005,push,2024-02-14T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000338,P00081,C004,email,2024-02-05T21:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000907,P00136,C010,email,2024-02-06T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000315,P00041,C004,email,2024-02-05T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001046,P00058,C011,push,2024-02-22T05:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000562,P00126,C006,email,2024-03-15T08:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001192,P00058,C012,email,2024-02-22T04:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001059,P00237,C011,push,2024-02-05T11:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000430,P00130,C005,push,2024-02-11T11:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000776,P00065,C008,sms,2023-12-28T12:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000988,P00165,C011,push,2024-02-19T18:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000576,P00012,C006,email,2024-03-13T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000853,P00131,C009,sms,2024-01-15T20:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000163,P00033,C002,push,2024-02-11T01:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000108,P00005,C001,email,2024-01-07T21:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000449,P00041,C005,push,2024-02-29T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000302,P00113,C004,email,2024-02-14T09:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001014,P00146,C011,push,2024-02-20T01:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000001,P00124,C001,email,2024-01-24T16:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000956,P00127,C010,email,2024-02-07T19:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001096,P00040,C011,push,2024-02-18T09:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000080,P00026,C001,email,2024-01-20T21:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000721,P00033,C007,email,2023-08-21T14:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001040,P00138,C011,push,2024-02-16T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000087,P00107,C001,email,2024-01-18T13:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001056,P00020,C011,push,2024-02-11T11:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001164,P00242,C012,email,2024-03-07T07:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001093,P00066,C011,push,2024-02-24T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000287,P00118,C003,push,2024-02-11T22:00:00Z,click,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000590,P00160,C006,email,2024-03-20T04:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000818,P00172,C009,sms,2024-02-03T21:00:00Z,open,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000067,P00087,C001,email,2024-01-09T06:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001206,P00077,C012,email,2024-03-08T15:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000566,P00103,C006,email,2024-03-09T09:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001101,P00144,C011,push,2024-02-24T10:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0001171,P00250,C012,email,2024-03-07T00:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000880,P00186,C009,sms,2024-01-25T23:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
T0000054,P00080,C001,email,2024-01-23T13:00:00Z,sent,file:///home/claude/flutter-martech-case/data/campaign_touchpoints.csv,2026-07-31T13:06:39.513Z
