player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,is_eligible_for_targeting,_ingested_at,turnover_brl,ggr_brl,last_bet_ts,n_bets,net_deposits_confirmed_brl,deposits_pending_brl,deposits_failed_brl,last_confirmed_deposit_ts,n_confirmed_deposits,personal_cadence_days,last_activity_ts,is_never_converted,days_since_last_activity,has_reliable_personal_cadence,dormancy_threshold_days,player_lifecycle_status,hold_rate,wallet_burn_rate,theoretical_balance_brl
P00181,2023-08-21,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1417.83,-268.08000000000004,2023-10-22T21:57:00.000Z,3,1531.1599999999999,0.0,0.0,2023-10-13T23:24:00.000Z,2,32,2023-10-22T21:57:00.000Z,false,162,false,60.0,dormant,-0.1891,-0.1751,1799.24
P00182,2023-11-23,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,11970.230000000001,3388.9100000000008,2024-03-11T09:49:00.000Z,24,9637.74,1289.12,0.0,2024-03-03T14:20:00.000Z,8,5,2024-03-11T09:49:00.000Z,false,21,true,30.0,active,0.2831,0.3516,6248.83
P00183,2023-10-10,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4222.19,-2145.49,2024-02-23T12:48:00.000Z,6,1497.31,0.0,0.0,2024-03-27T22:34:00.000Z,1,,2024-03-27T22:34:00.000Z,false,5,false,60.0,active,-0.5081,-1.4329,3642.8
P00184,2023-09-10,unknown,AO,EUR,verified,false,true,2026-07-31T12:25:18.361Z,3164.83,-449.78999999999974,2023-12-05T01:07:00.000Z,9,5976.429999999999,0.0,1975.5,2023-12-01T00:50:00.000Z,7,10,2023-12-05T01:07:00.000Z,false,118,true,30.0,dormant,-0.1421,-0.0753,6426.22
P00185,2023-12-24,organic,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,1639.94,-721.9200000000001,2024-02-04T04:26:00.000Z,3,951.25,0.0,0.0,2024-01-08T14:37:00.000Z,1,,2024-02-04T04:26:00.000Z,false,57,false,60.0,active,-0.4402,-0.7589,1673.17
P00186,2023-10-20,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3431.2099999999996,-1330.63,2023-11-14T02:08:00.000Z,6,1324.65,0.0,0.0,2023-11-15T03:27:00.000Z,2,11,2023-11-15T03:27:00.000Z,false,138,false,60.0,dormant,-0.3878,-1.0045,2655.28
P00187,2023-10-07,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,12885.34,-5267.51,2023-11-07T05:25:00.000Z,24,4220.860000000001,1981.31,1785.06,2023-11-06T23:38:00.000Z,3,6,2023-11-07T05:25:00.000Z,false,146,false,60.0,dormant,-0.4088,-1.248,9488.37
P00188,2023-09-04,seo,PT,EUR,pending,false,true,2026-07-31T12:25:18.361Z,24307.34000000001,-5010.419999999999,2024-02-21T01:12:00.000Z,57,12673.820000000002,0.0,1200.81,2024-02-17T18:20:00.000Z,12,13,2024-02-21T01:12:00.000Z,false,40,true,33.0,dormant,-0.2061,-0.3953,17684.24
P00189,2023-10-28,organic,PT,EUR,pending,false,true,2026-07-31T12:25:18.361Z,8092.1799999999985,3113.5099999999998,2023-12-05T00:29:00.000Z,15,2046.55,414.37,838.16,2023-12-06T06:36:00.000Z,4,13,2023-12-06T06:36:00.000Z,false,117,false,60.0,dormant,0.3848,1.5213,-1066.96
P00190,2024-02-20,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1230.88,0.0,0.0,2024-03-20T15:43:00.000Z,2,13,2024-03-20T15:43:00.000Z,false,12,false,60.0,active,,0.0,1230.88
P00191,2023-11-03,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2026.97,-3410.37,2024-02-15T00:10:00.000Z,3,875.42,0.0,0.0,2024-02-02T00:35:00.000Z,1,,2024-02-15T00:10:00.000Z,false,46,false,60.0,active,-1.6825,-3.8957,4285.79
P00192,2023-12-13,unknown,BR,BRL,rejected,false,false,2026-07-31T12:25:18.361Z,10092.89,2194.19,2024-03-06T06:10:00.000Z,24,2988.17,0.0,507.94,2024-02-27T10:24:00.000Z,2,38,2024-03-06T06:10:00.000Z,false,26,false,60.0,active,0.2174,0.7343,793.98
P00193,2023-12-11,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,25552.460000000003,-11442.68,2024-03-30T03:27:00.000Z,51,22153.999999999996,3365.1299999999997,4111.650000000001,2024-03-27T11:58:00.000Z,21,4,2024-03-30T03:27:00.000Z,false,2,true,30.0,active,-0.4478,-0.5165,33596.68
P00194,2023-08-15,organic,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,12641.000000000002,6011.75,2023-12-24T17:36:00.000Z,27,2364.95,0.0,0.0,2023-12-24T16:52:00.000Z,3,13,2023-12-24T17:36:00.000Z,false,99,false,60.0,dormant,0.4756,2.542,-3646.8
P00195,2023-10-12,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,9663.549999999997,-97.81000000000034,2024-03-16T20:47:00.000Z,21,6424.5700000000015,0.0,602.79,2024-03-14T00:25:00.000Z,7,14,2024-03-16T20:47:00.000Z,false,16,true,35.0,active,-0.0101,-0.0152,6522.38
P00196,2023-09-13,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2572.2100000000005,-239.42,2024-02-04T01:27:00.000Z,9,6185.580000000001,0.0,969.4,2024-01-09T02:44:00.000Z,5,1,2024-02-04T01:27:00.000Z,false,57,true,30.0,dormant,-0.0931,-0.0387,6425.0
P00197,2023-08-11,influencer,PT,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3682.97,2563.15,2023-08-17T07:46:00.000Z,9,2667.83,0.0,0.0,2023-08-16T16:30:00.000Z,3,1,2023-08-17T07:46:00.000Z,false,228,false,60.0,dormant,0.6959,0.9608,104.68
P00198,2023-12-06,organic,PT,EUR,pending,false,true,2026-07-31T12:25:18.361Z,12567.059999999998,3260.96,2023-12-15T04:05:00.000Z,30,5929.439999999999,0.0,1938.71,2023-12-14T03:35:00.000Z,6,1,2023-12-15T04:05:00.000Z,false,108,true,30.0,dormant,0.2595,0.55,2668.48
P00199,2024-01-24,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,3680.87,0.0,0.0,2024-02-21T23:50:00.000Z,2,19,2024-02-21T23:50:00.000Z,false,40,false,60.0,active,,0.0,3680.87
P00200,2024-02-04,seo,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,1369.1999999999998,-66.82000000000005,2024-03-01T15:28:00.000Z,3,0.0,0.0,0.0,,0,,2024-03-01T15:28:00.000Z,false,31,false,60.0,active,-0.0488,,66.82
P00201,2023-09-01,unknown,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,5076.089999999999,-579.36,2023-10-09T07:32:00.000Z,12,1803.52,0.0,318.66,2023-10-03T06:46:00.000Z,2,14,2023-10-09T07:32:00.000Z,false,175,false,60.0,dormant,-0.1141,-0.3212,2382.88
P00202,2024-02-25,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,37842.670000000006,-3442.2100000000005,2024-03-15T23:13:00.000Z,78,7217.68,0.0,1362.6,2024-03-12T14:56:00.000Z,9,2,2024-03-15T23:13:00.000Z,false,17,true,30.0,active,-0.091,-0.4769,10659.89
P00203,2023-12-06,influencer,BR,BRL,verified,true,false,2026-07-31T12:25:18.361Z,0.0,0.0,,0,2617.89,0.0,0.0,2024-01-09T10:48:00.000Z,3,12,2024-01-09T10:48:00.000Z,false,83,false,60.0,dormant,,0.0,2617.89
P00204,2023-12-05,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2648.26,-600.3,2024-01-05T11:12:00.000Z,9,1109.52,0.0,0.0,2023-12-06T17:46:00.000Z,1,,2024-01-05T11:12:00.000Z,false,87,false,60.0,dormant,-0.2267,-0.541,1709.82
P00205,2024-02-03,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2417.36,-132.81999999999994,2024-02-07T11:13:00.000Z,6,4087.1,0.0,0.0,2024-02-07T10:07:00.000Z,3,1,2024-02-07T11:13:00.000Z,false,54,false,60.0,active,-0.0549,-0.0325,4219.92
P00206,2023-11-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,10386.740000000002,601.5300000000002,2023-11-30T03:23:00.000Z,21,3769.86,908.16,1350.5,2023-12-01T19:05:00.000Z,4,10,2023-12-01T19:05:00.000Z,false,122,false,60.0,dormant,0.0579,0.1596,3168.33
P00207,2023-11-09,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4812.740000000001,4812.740000000001,2024-03-13T00:08:00.000Z,9,995.29,0.0,0.0,2023-12-15T23:32:00.000Z,1,,2024-03-13T00:08:00.000Z,false,19,false,60.0,active,1.0,4.8355,-3817.45
P00208,2023-08-11,seo,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,4009.5499999999997,-945.3700000000002,2023-12-29T12:39:00.000Z,9,3042.5499999999997,774.36,0.0,2024-02-13T22:51:00.000Z,4,24,2024-02-13T22:51:00.000Z,false,48,false,60.0,active,-0.2358,-0.3107,3987.92
P00209,2023-10-21,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1895.86,616.89,2024-02-12T11:32:00.000Z,3,2511.56,0.0,0.0,2024-01-01T01:22:00.000Z,2,55,2024-02-12T11:32:00.000Z,false,49,false,60.0,active,0.3254,0.2456,1894.67
P00210,2023-10-16,paid_social,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,15383.479999999998,-633.0399999999998,2024-03-25T11:23:00.000Z,27,7672.32,1303.18,0.0,2024-03-23T07:34:00.000Z,6,29,2024-03-25T11:23:00.000Z,false,7,true,73.0,active,-0.0412,-0.0825,8305.36
P00211,2023-08-07,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1623.5,0.0,0.0,2024-01-02T07:02:00.000Z,1,,2024-01-02T07:02:00.000Z,false,90,false,60.0,dormant,,0.0,1623.5
P00212,2024-02-01,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,2386.0299999999997,1288.43,2024-02-11T12:23:00.000Z,3,3415.1800000000003,0.0,0.0,2024-02-05T02:49:00.000Z,3,1,2024-02-11T12:23:00.000Z,false,50,false,60.0,active,0.54,0.3773,2126.75
P00213,2023-08-05,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3759.47,-2302.24,2024-02-09T03:47:00.000Z,9,2375.66,0.0,1886.08,2024-02-13T10:07:00.000Z,4,53,2024-02-13T10:07:00.000Z,false,48,false,60.0,active,-0.6124,-0.9691,4677.9
P00214,2024-03-05,influencer,PT,BRL,verified,false,true,2026-07-31T12:25:18.361Z,10921.83,-460.92999999999955,2024-03-15T18:45:00.000Z,24,4998.95,0.0,810.54,2024-03-15T11:10:00.000Z,5,0,2024-03-15T18:45:00.000Z,false,17,true,30.0,active,-0.0422,-0.0922,5459.88
P00215,2023-09-14,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,14346.29,2092.3499999999995,2024-03-08T23:08:00.000Z,27,3710.81,0.0,1034.4,2024-02-23T03:20:00.000Z,3,11,2024-03-08T23:08:00.000Z,false,24,false,60.0,active,0.1458,0.5639,1618.46
P00216,2023-10-07,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,40658.75000000002,-6478.58,2023-12-19T00:43:00.000Z,78,25583.39,3038.24,3974.2799999999997,2023-12-19T16:28:00.000Z,23,3,2023-12-19T16:28:00.000Z,false,104,true,30.0,dormant,-0.1593,-0.2532,32061.97
P00217,2024-01-28,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,44140.87,-10730.330000000002,2024-03-03T09:16:00.000Z,78,25932.459999999995,5557.5,0.0,2024-03-04T02:29:00.000Z,22,1,2024-03-04T02:29:00.000Z,false,28,true,30.0,active,-0.2431,-0.4138,36662.79
P00218,2023-09-01,seo,BR,BRL,rejected,false,false,2026-07-31T12:25:18.361Z,8943.630000000001,-4778.059999999999,2023-11-12T18:25:00.000Z,18,5659.429999999999,0.0,2122.86,2023-11-09T19:50:00.000Z,8,5,2023-11-12T18:25:00.000Z,false,141,true,30.0,dormant,-0.5342,-0.8443,10437.49
P00219,2024-01-30,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,13533.649999999998,393.7500000000002,2024-03-05T16:58:00.000Z,27,12447.88,0.0,396.39,2024-03-04T00:08:00.000Z,9,4,2024-03-05T16:58:00.000Z,false,27,true,30.0,active,0.0291,0.0316,12054.13
P00220,2024-01-26,influencer,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,9914.490000000002,-5076.5999999999985,2024-02-23T18:46:00.000Z,18,2575.2599999999998,1227.23,0.0,2024-02-23T08:45:00.000Z,4,9,2024-02-23T18:46:00.000Z,false,38,false,60.0,active,-0.512,-1.9713,7651.86
P00221,2023-08-14,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,5367.829999999999,330.8199999999997,2023-09-17T02:07:00.000Z,9,1982.62,0.0,2436.52,2023-08-31T19:38:00.000Z,1,,2023-09-17T02:07:00.000Z,false,197,false,60.0,dormant,0.0616,0.1669,1651.8
P00222,2023-11-13,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,42844.689999999995,-2632.8099999999986,2023-11-28T18:53:00.000Z,84,17504.18,522.47,1504.62,2023-11-26T12:25:00.000Z,17,0,2023-11-28T18:53:00.000Z,false,125,true,30.0,dormant,-0.0615,-0.1504,20136.99
P00223,2024-02-13,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,865.34,-2004.3700000000001,2024-03-05T11:32:00.000Z,3,2125.85,0.0,0.0,2024-02-23T07:29:00.000Z,2,3,2024-03-05T11:32:00.000Z,false,27,false,60.0,active,-2.3163,-0.9429,4130.22
P00224,2024-03-13,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,2144.19,-374.44000000000005,2024-03-19T15:58:00.000Z,3,3606.71,956.87,0.0,2024-03-22T23:44:00.000Z,2,3,2024-03-22T23:44:00.000Z,false,10,false,60.0,active,-0.1746,-0.1038,3981.15
P00225,2024-03-12,influencer,BR,BRL,rejected,false,false,2026-07-31T12:25:18.361Z,1026.31,754.06,2024-03-18T20:51:00.000Z,3,2660.67,0.0,0.0,2024-03-27T07:40:00.000Z,2,8,2024-03-27T07:40:00.000Z,false,5,false,60.0,active,0.7347,0.2834,1906.61
P00226,2023-12-13,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3739.08,3739.08,2024-02-04T01:07:00.000Z,6,0.0,0.0,0.0,,0,,2024-02-04T01:07:00.000Z,false,57,false,60.0,active,1.0,,-3739.08
P00227,2024-01-13,organic,BR,EUR,verified,false,true,2026-07-31T12:25:18.361Z,10268.34,-1773.459999999999,2024-03-04T17:34:00.000Z,24,6863.25,0.0,1818.56,2024-02-28T05:17:00.000Z,6,7,2024-03-04T17:34:00.000Z,false,28,true,30.0,active,-0.1727,-0.2584,8636.71
P00228,2024-02-28,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,3125.7200000000003,218.8800000000001,2024-03-07T20:07:00.000Z,6,2081.04,151.61,0.0,2024-03-01T02:32:00.000Z,2,0,2024-03-07T20:07:00.000Z,false,25,false,60.0,active,0.07,0.1052,1862.16
P00229,2023-08-02,organic,BR,BRL,verified,true,false,2026-07-31T12:25:18.361Z,15781.630000000001,4516.94,2024-01-15T01:01:00.000Z,30,1832.5700000000002,0.0,1744.93,2024-01-04T14:17:00.000Z,3,32,2024-01-15T01:01:00.000Z,false,77,false,60.0,dormant,0.2862,2.4648,-2684.37
P00230,2023-11-01,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1500.9099999999999,-579.05,2023-12-20T03:05:00.000Z,3,2319.34,0.0,0.0,2024-01-11T09:09:00.000Z,3,21,2024-01-11T09:09:00.000Z,false,81,false,60.0,dormant,-0.3858,-0.2497,2898.39
P00231,2024-01-24,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,14769.43,-186.60000000000008,2024-03-16T16:33:00.000Z,30,10581.0,1224.19,4248.74,2024-03-21T08:44:00.000Z,8,5,2024-03-21T08:44:00.000Z,false,11,true,30.0,active,-0.0126,-0.0176,10767.6
P00232,2024-02-08,influencer,AO,USD,verified,false,true,2026-07-31T12:25:18.361Z,13937.539999999999,-5593.829999999998,2024-03-26T08:07:00.000Z,24,1597.34,0.0,1949.13,2024-03-23T08:11:00.000Z,3,5,2024-03-26T08:07:00.000Z,false,6,false,60.0,active,-0.4013,-3.502,7191.17
P00233,2023-10-03,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,1565.1299999999999,-2845.96,2023-10-24T21:22:00.000Z,3,0.0,0.0,0.0,,0,,2023-10-24T21:22:00.000Z,false,160,false,60.0,dormant,-1.8184,,2845.96
P00234,2023-08-16,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,5194.46,-1672.8700000000003,2023-09-12T21:04:00.000Z,9,741.86,0.0,0.0,2023-08-18T06:37:00.000Z,1,,2023-09-12T21:04:00.000Z,false,202,false,60.0,dormant,-0.322,-2.255,2414.73
P00235,2024-01-22,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,4845.56,1426.02,2024-03-07T00:41:00.000Z,9,1533.04,0.0,0.0,2024-02-21T03:00:00.000Z,1,,2024-03-07T00:41:00.000Z,false,25,false,60.0,active,0.2943,0.9302,107.02
P00236,2023-11-25,organic,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,13609.83,3370.7599999999998,2023-12-13T11:08:00.000Z,24,2566.7799999999997,1642.85,0.0,2023-12-03T08:23:00.000Z,2,5,2023-12-13T11:08:00.000Z,false,110,false,60.0,dormant,0.2477,1.3132,-803.98
P00237,2023-08-12,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,2546.64,-1761.73,2023-08-20T15:53:00.000Z,6,0.0,0.0,0.0,,0,,2023-08-20T15:53:00.000Z,false,225,false,60.0,dormant,-0.6918,,1761.73
P00238,2023-10-13,seo,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,3954.73,2350.96,2024-01-01T07:32:00.000Z,6,1744.56,0.0,56.02,2023-10-30T15:52:00.000Z,1,,2024-01-01T07:32:00.000Z,false,91,false,60.0,dormant,0.5945,1.3476,-606.4
P00239,2023-11-05,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,4284.41,3408.84,2024-02-11T05:29:00.000Z,6,0.0,0.0,1388.06,,0,,2024-02-11T05:29:00.000Z,false,50,false,60.0,active,0.7956,,-3408.84
P00240,2023-12-14,paid_social,BR,BRL,rejected,false,false,2026-07-31T12:25:18.361Z,0.0,0.0,,0,0.0,0.0,1917.22,,0,,,true,,false,60.0,never_converted,,,0.0
P00241,2023-12-15,seo,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,36628.92,-2984.309999999999,2023-12-29T13:13:00.000Z,75,12339.730000000001,729.25,219.83,2023-12-27T09:47:00.000Z,9,1,2023-12-29T13:13:00.000Z,false,94,true,30.0,dormant,-0.0815,-0.2418,15324.04
P00242,2023-08-09,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,816.8800000000001,221.25000000000006,2023-11-15T12:14:00.000Z,3,551.73,0.0,1051.93,2023-10-14T12:12:00.000Z,2,37,2023-11-15T12:14:00.000Z,false,138,false,60.0,dormant,0.2708,0.401,330.48
P00243,2024-01-28,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,4549.96,2330.51,2024-02-03T05:55:00.000Z,9,0.0,0.0,0.0,,0,,2024-02-03T05:55:00.000Z,false,58,false,60.0,active,0.5122,,-2330.51
P00244,2023-09-05,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,10692.23,2277.2099999999996,2023-11-20T01:51:00.000Z,21,6550.929999999999,652.34,699.63,2024-02-12T09:08:00.000Z,6,21,2024-02-12T09:08:00.000Z,false,49,true,53.0,active,0.213,0.3476,4273.72
P00245,2024-03-12,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:18.361Z,0.0,0.0,,0,1850.16,0.0,0.0,2024-03-17T20:46:00.000Z,1,,2024-03-17T20:46:00.000Z,false,15,false,60.0,active,,0.0,1850.16
P00246,2024-01-08,paid_social,BR,BRL,pending,false,true,2026-07-31T12:25:18.361Z,11923.7,1870.9799999999996,2024-02-16T21:25:00.000Z,24,4992.580000000001,2345.96,1335.54,2024-02-12T12:51:00.000Z,6,5,2024-02-16T21:25:00.000Z,false,45,true,30.0,dormant,0.1569,0.3748,3121.6
P00247,2024-01-26,affiliate,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,7559.75,-2589.77,2024-02-13T16:26:00.000Z,18,10592.59,0.0,0.0,2024-02-13T12:24:00.000Z,9,3,2024-02-13T16:26:00.000Z,false,48,true,30.0,dormant,-0.3426,-0.2445,13182.36
P00248,2024-02-23,seo,BR,USD,verified,false,true,2026-07-31T12:25:18.361Z,1686.0300000000002,1498.45,2024-02-28T06:39:00.000Z,3,0.0,0.0,0.0,,0,,2024-02-28T06:39:00.000Z,false,33,false,60.0,active,0.8887,,-1498.45
P00249,2023-11-24,unknown,PT,EUR,verified,true,false,2026-07-31T12:25:18.361Z,3459.33,-1776.12,2023-12-10T21:25:00.000Z,12,10605.63,134.45,0.0,2023-12-12T17:13:00.000Z,8,2,2023-12-12T17:13:00.000Z,false,111,true,30.0,dormant,-0.5134,-0.1675,12381.75
P00250,2023-09-18,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:18.361Z,11345.820000000003,-5556.180000000001,2023-09-21T19:37:00.000Z,24,4653.659999999999,0.0,0.0,2023-09-21T07:38:00.000Z,7,0,2023-09-21T19:37:00.000Z,false,193,true,30.0,dormant,-0.4897,-1.1939,10209.84
